server,eval_csv,run_dir,env,domain,task,config,seed,target_steps,final_step,status,success_final,return_final,length_final,success_best,best_step,drop_from_best,success_peak_after_500k,peak_step_after_500k,trajectory,mtime
4090d,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/S2_sb_lam0p003_puzzle-4x4-play-singletask-task4-v0_seed0/minimal_sb_300k_S2_sb_lam0p003_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260601_165954/eval.csv,/root/sb-value-flows/exp/minimal_sb_300k_screening_4090d/S2_sb_lam0p003_puzzle-4x4-play-singletask-task4-v0_seed0/minimal_sb_300k_S2_sb_lam0p003_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260601_165954,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,P0,0,300000,300000,COMPLETED,0.2,-2015.3,465.1,0.2,300000,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0.2,2026-06-01T18:20:23
4090d,/root/sb-value-flows/exp/minimal_sb_reweight_smoke_4090d/minimal_sb_smoke_cube-triple-play-singletask-task1-v0_seed0/minimal_sb_smoke_cube-triple-play-singletask-task1-v0_seed0/sd000_20260601_105028/eval.csv,/root/sb-value-flows/exp/minimal_sb_reweight_smoke_4090d/minimal_sb_smoke_cube-triple-play-singletask-task1-v0_seed0/minimal_sb_smoke_cube-triple-play-singletask-task1-v0_seed0/sd000_20260601_105028,cube-triple-play-singletask-task1-v0,cube-triple,task1,sd000_20260601_105028,0,,50000,UNKNOWN_TARGET,0,-1000,1000,0,1,0,,,0:0 -> 50k:0,2026-06-01T11:05:45
4090d,/root/sb-value-flows/exp/minimal_sb_reweight_smoke_4090d/minimal_sb_smoke_puzzle-3x3-play-singletask-task4-v0_seed0/minimal_sb_smoke_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260601_110553/eval.csv,/root/sb-value-flows/exp/minimal_sb_reweight_smoke_4090d/minimal_sb_smoke_puzzle-3x3-play-singletask-task4-v0_seed0/minimal_sb_smoke_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260601_110553,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,sd000_20260601_110553,0,,50000,UNKNOWN_TARGET,0,-1304.6,500,0,1,0,,,0:0 -> 50k:0,2026-06-01T11:20:22
4090d,/root/sb-value-flows/exp/minimal_sb_reweight_smoke_4090d/minimal_sb_smoke_puzzle-4x4-play-singletask-task4-v0_seed0/minimal_sb_smoke_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260601_112030/eval.csv,/root/sb-value-flows/exp/minimal_sb_reweight_smoke_4090d/minimal_sb_smoke_puzzle-4x4-play-singletask-task4-v0_seed0/minimal_sb_smoke_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260601_112030,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,sd000_20260601_112030,0,,50000,UNKNOWN_TARGET,0,-4012.2,500,0,1,0,,,0:0 -> 50k:0,2026-06-01T11:35:38
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/A0_action_raw_lam0p001_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_A0_action_raw_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260602_235448/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/A0_action_raw_lam0p001_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_A0_action_raw_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260602_235448,cube-triple-play-singletask-task1-v0,cube-triple,task1,P0,0,300000,300000,COMPLETED,0.2,-821.1,821.3,0.8,200000,-0.6,,,0:0 -> 100k:0 -> 200k:0.8 -> 300k:0.2,2026-06-03T01:14:54
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/A0_action_raw_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_A0_action_raw_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_063709/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/A0_action_raw_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_A0_action_raw_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_063709,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,P0,0,300000,300000,COMPLETED,0.1,-2039,492,0.2,200000,-0.1,,,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.1,2026-06-03T07:57:19
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/A1_action_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_A1_action_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260603_011512/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/A1_action_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_A1_action_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260603_011512,cube-triple-play-singletask-task1-v0,cube-triple,task1,A1_action_std_lam0p001,0,300000,300000,COMPLETED,0.4,-744.4,744.8,0.4,200000,0,,,0:0 -> 100k:0 -> 200k:0.4 -> 300k:0.4,2026-06-03T02:35:21
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/A1_action_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_A1_action_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_064849/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/A1_action_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_A1_action_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_064849,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,A1_action_std_lam0p001,0,300000,300000,COMPLETED,0.1,-2268.4,497.5,0.2,250000,-0.1,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1,2026-06-03T08:12:13
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/A2_action_std_lam0p003_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_A2_action_std_lam0p003_cube-triple-play-singletask-task1-v0_seed0/sd000_20260603_011812/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/A2_action_std_lam0p003_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_A2_action_std_lam0p003_cube-triple-play-singletask-task1-v0_seed0/sd000_20260603_011812,cube-triple-play-singletask-task1-v0,cube-triple,task1,A2_action_std_lam0p003,0,300000,300000,COMPLETED,0.5,-686.7,687.2,0.5,300000,0,,,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.5,2026-06-03T02:40:27
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/A2_action_std_lam0p003_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_A2_action_std_lam0p003_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_075733/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/A2_action_std_lam0p003_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_A2_action_std_lam0p003_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_075733,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,A2_action_std_lam0p003,0,300000,300000,COMPLETED,0.1,-2149.8,492.4,0.2,250000,-0.1,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0.1,2026-06-03T09:18:00
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/A3_action_raw_lam0p0003_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_A3_action_raw_lam0p0003_cube-triple-play-singletask-task1-v0_seed0/sd000_20260603_023536/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/A3_action_raw_lam0p0003_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_A3_action_raw_lam0p0003_cube-triple-play-singletask-task1-v0_seed0/sd000_20260603_023536,cube-triple-play-singletask-task1-v0,cube-triple,task1,P0,0,300000,300000,COMPLETED,0.3,-836,836.3,0.7,250000,-0.4,,,0:0 -> 100k:0 -> 200k:0.4 -> 300k:0.3,2026-06-03T03:55:22
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/A3_action_raw_lam0p0003_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_A3_action_raw_lam0p0003_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_081233/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/A3_action_raw_lam0p0003_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_A3_action_raw_lam0p0003_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_081233,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,P0,0,300000,300000,COMPLETED,0.1,-1925.7,478.1,0.1,150000,0,,,0:0 -> 100k:0 -> 200k:0.1 -> 300k:0.1,2026-06-03T09:35:38
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/P0_particle_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_P0_particle_cube-triple-play-singletask-task1-v0_seed0/sd000_20260602_235448/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/P0_particle_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_P0_particle_cube-triple-play-singletask-task1-v0_seed0/sd000_20260602_235448,cube-triple-play-singletask-task1-v0,cube-triple,task1,P0_particle,0,300000,300000,COMPLETED,0.2,-900.8,900.7,0.2,300000,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0.2,2026-06-03T01:17:55
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/P0_particle_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_P0_particle_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_052605/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/P0_particle_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_P0_particle_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_052605,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,P0_particle,0,300000,300000,COMPLETED,0.1,-1994.5,487,0.4,200000,-0.3,,,0:0 -> 100k:0 -> 200k:0.4 -> 300k:0.1,2026-06-03T06:48:28
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/R1_flow_residual_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_R1_flow_residual_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260603_024036/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/R1_flow_residual_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_R1_flow_residual_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260603_024036,cube-triple-play-singletask-task1-v0,cube-triple,task1,P0,0,300000,300000,COMPLETED,0.3,-792.9,793.2,0.4,250000,-0.1,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0.3,2026-06-03T04:03:10
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/R1_flow_residual_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_R1_flow_residual_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_091817/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/R1_flow_residual_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_R1_flow_residual_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_091817,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,P0,0,300000,300000,COMPLETED,0.1,-1847.4,469.7,0.4,200000,-0.3,,,0:0 -> 100k:0 -> 200k:0.4 -> 300k:0.1,2026-06-03T10:39:27
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260603_035539/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260603_035539,cube-triple-play-singletask-task1-v0,cube-triple,task1,R2_flow_residual_disagree_std_lam0p001,0,300000,300000,COMPLETED,1,-403.9,404.9,1,300000,0,,,0:0 -> 100k:0 -> 200k:0.6 -> 300k:1,2026-06-03T05:15:47
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/R2_flow_residual_disagree_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_R2_flow_residual_disagree_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_093559/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/R2_flow_residual_disagree_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_R2_flow_residual_disagree_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_093559,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,R2_flow_residual_disagree_std_lam0p001,0,300000,300000,COMPLETED,0.2,-1932,451.2,0.3,250000,-0.1,,,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.2,2026-06-03T11:00:25
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/R3_flow_residual_disagree_typicality_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_R3_flow_residual_disagree_typicality_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260603_040321/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/R3_flow_residual_disagree_typicality_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_R3_flow_residual_disagree_typicality_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260603_040321,cube-triple-play-singletask-task1-v0,cube-triple,task1,R3_flow_residual_disagree_typicality_std_lam0p001,0,300000,300000,COMPLETED,0.2,-945,945.2,0.4,150000,-0.2,,,0:0 -> 100k:0.2 -> 200k:0.4 -> 300k:0.2,2026-06-03T05:25:53
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/R3_flow_residual_disagree_typicality_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_R3_flow_residual_disagree_typicality_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_103941/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/R3_flow_residual_disagree_typicality_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_R3_flow_residual_disagree_typicality_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_103941,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,R3_flow_residual_disagree_typicality_std_lam0p001,0,300000,300000,COMPLETED,0.3,-1811.4,413.9,0.3,250000,0,,,0:0 -> 100k:0 -> 200k:0.1 -> 300k:0.3,2026-06-03T12:01:57
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/R4_flow_residual_disagree_typicality_mean_lam0p001_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_R4_flow_residual_disagree_typicality_mean_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260603_051604/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/R4_flow_residual_disagree_typicality_mean_lam0p001_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseA_300k_R4_flow_residual_disagree_typicality_mean_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260603_051604,cube-triple-play-singletask-task1-v0,cube-triple,task1,P0,0,300000,300000,COMPLETED,0,-1000,1000,0.1,250000,-0.1,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0,2026-06-03T06:36:44
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/R4_flow_residual_disagree_typicality_mean_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_R4_flow_residual_disagree_typicality_mean_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_110043/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseA_300k/R4_flow_residual_disagree_typicality_mean_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseA_300k_R4_flow_residual_disagree_typicality_mean_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_110043,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,P0,0,300000,300000,COMPLETED,0.2,-1932.6,481.9,0.3,200000,-0.1,,,0:0 -> 100k:0 -> 200k:0.3 -> 300k:0.2,2026-06-03T12:25:03
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseB_1m/R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseB_1m_R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260603_122550/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseB_1m/R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/overnight_reliability_sb_phaseB_1m_R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed0/sd000_20260603_122550,cube-triple-play-singletask-task1-v0,cube-triple,task1,R2_flow_residual_disagree_std_lam0p001,0,1000000,1000000,COMPLETED,0.7,-526.7,525.9,0.9,800000,-0.2,0.9,800000,0:0 -> 100k:0 -> 200k:0.4 -> 300k:0.2 -> 400k:0.1 -> 500k:0.6 -> 600k:0.4 -> 700k:0.4 -> 800k:0.9 -> 900k:0.6 -> 1M:0.7,2026-06-03T16:56:42
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseB_1m/R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed1/overnight_reliability_sb_phaseB_1m_R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed1/sd001_20260603_122549/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseB_1m/R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed1/overnight_reliability_sb_phaseB_1m_R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed1/sd001_20260603_122549,cube-triple-play-singletask-task1-v0,cube-triple,task1,R2_flow_residual_disagree_std_lam0p001,1,1000000,1000000,COMPLETED,0.4,-699.6,700,0.6,250000,-0.2,0.6,850000,0:0 -> 100k:0 -> 200k:0.1 -> 300k:0.4 -> 400k:0.5 -> 500k:0.4 -> 600k:0.3 -> 700k:0.3 -> 800k:0.5 -> 900k:0.2 -> 1M:0.4,2026-06-03T16:51:12
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseB_1m/R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed2/overnight_reliability_sb_phaseB_1m_R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed2/sd002_20260603_165124/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseB_1m/R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed2/overnight_reliability_sb_phaseB_1m_R2_flow_residual_disagree_std_lam0p001_cube-triple-play-singletask-task1-v0_seed2/sd002_20260603_165124,cube-triple-play-singletask-task1-v0,cube-triple,task1,R2_flow_residual_disagree_std_lam0p001,2,1000000,1000000,COMPLETED,0.8,-447.7,448.5,1,800000,-0.2,1,800000,0:0 -> 100k:0.1 -> 200k:0.3 -> 300k:0.2 -> 400k:0.5 -> 500k:0.4 -> 600k:0.3 -> 700k:0.6 -> 800k:1 -> 900k:0.9 -> 1M:0.8,2026-06-03T21:16:10
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseB_1m/R3_flow_residual_disagree_typicality_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseB_1m_R3_flow_residual_disagree_typicality_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_165704/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseB_1m/R3_flow_residual_disagree_typicality_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/overnight_reliability_sb_phaseB_1m_R3_flow_residual_disagree_typicality_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed0/sd000_20260603_165704,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,R3_flow_residual_disagree_typicality_std_lam0p001,0,1000000,1000000,COMPLETED,0,-2467.9,500,0.6,350000,-0.6,0.4,500000,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0 -> 400k:0.1 -> 500k:0.4 -> 600k:0.2 -> 700k:0 -> 800k:0.4 -> 900k:0 -> 1M:0,2026-06-03T21:33:13
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseB_1m/R3_flow_residual_disagree_typicality_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed1/overnight_reliability_sb_phaseB_1m_R3_flow_residual_disagree_typicality_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed1/sd001_20260603_211619/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseB_1m/R3_flow_residual_disagree_typicality_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed1/overnight_reliability_sb_phaseB_1m_R3_flow_residual_disagree_typicality_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed1/sd001_20260603_211619,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,R3_flow_residual_disagree_typicality_std_lam0p001,1,1000000,1000000,COMPLETED,0,-2232.1,500,0.5,950000,-0.5,0.5,950000,0:0 -> 100k:0 -> 200k:0.3 -> 300k:0.2 -> 400k:0.2 -> 500k:0.4 -> 600k:0.1 -> 700k:0 -> 800k:0 -> 900k:0 -> 1M:0,2026-06-04T01:45:16
4090d,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseB_1m/R3_flow_residual_disagree_typicality_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed2/overnight_reliability_sb_phaseB_1m_R3_flow_residual_disagree_typicality_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed2/sd002_20260603_213340/eval.csv,/root/sb-value-flows/exp/overnight_reliability_sb_4090d/phaseB_1m/R3_flow_residual_disagree_typicality_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed2/overnight_reliability_sb_phaseB_1m_R3_flow_residual_disagree_typicality_std_lam0p001_puzzle-4x4-play-singletask-task4-v0_seed2/sd002_20260603_213340,puzzle-4x4-play-singletask-task4-v0,puzzle-4x4,task4,R3_flow_residual_disagree_typicality_std_lam0p001,2,1000000,1000000,COMPLETED,0.4,-1681.1,434.4,0.5,650000,-0.1,0.5,650000,0:0 -> 100k:0 -> 200k:0.2 -> 300k:0.2 -> 400k:0.1 -> 500k:0.3 -> 600k:0.4 -> 700k:0.3 -> 800k:0.2 -> 900k:0.3 -> 1M:0.4,2026-06-04T02:10:23
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V0_light_default_cube-triple-play-singletask-task1-v0_seed0/sd000_20260529_204510/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V0_light_default_cube-triple-play-singletask-task1-v0_seed0/sd000_20260529_204510,cube-triple-play-singletask-task1-v0,cube-triple,task1,fullsafe_light,0,300000,300000,COMPLETED,0.9,-286.2,287.1,0.9,300000,0,,,0:0 -> 100k:0.1 -> 200k:0.3 -> 300k:0.9,2026-05-29T22:07:53
4090d,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V0_light_default_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260529_204510/eval.csv,/root/sb-value-flows/exp/pm_fullsafe_light_overnight_tune_4090d/stageA_300k_V0_light_default_puzzle-3x3-play-singletask-task4-v0_seed0/sd000_20260529_204510,puzzle-3x3-play-singletask-task4-v0,puzzle-3x3,task4,fullsafe_light,0,300000,300000,COMPLETED,0.2,-1183.5,474.6,0.2,300000,0,,,0:0 -> 100k:0 -> 200k:0 -> 300k:0.2,2026-05-29T22:04:08
